source,commodity,crop_year,attribute,value,unit,report_date
CONAB,Corn,2022/23,Yield,5921.935205726758,KG/HA,2026-07-28
CONAB,Corn,2022/23,Yield,5921.935205726758,KG/HA,2026-07-30
CONAB,Corn,2022/23,Yield,5921.935205726758,KG/HA,2026-07-31
CONAB,Corn,2022/23,Yield,5921.935205726758,KG/HA,2026-08-02
CONAB,Corn,2022/23,Yield,5921.935205726758,KG/HA,2026-08-03
CONAB,Corn,2022/23,Yield,5921.935205726758,KG/HA,2026-08-04
CONAB,Corn,2022/23,Yield,5921.935205726758,KG/HA,2026-08-05
CONAB,Corn,2022/23,Yield,5921.935205726758,KG/HA,2026-08-06
CONAB,Corn,2022/23,Yield,5921.935205726758,KG/HA,2026-08-07
CONAB,Corn,2022/23,Yield,5921.935205726758,KG/HA,2026-08-08
CONAB,Corn,2022/23,Yield,5921.935205726758,KG/HA,2026-08-10
CONAB,Corn,2022/23,Yield,5921.935205726758,KG/HA,2026-08-11
CONAB,Corn,2022/23,Yield,5921.935205726758,KG/HA,2026-08-12
CONAB,Corn,2022/23,Yield,5921.935205726758,KG/HA,2026-08-13
CONAB,Corn,2023/24,Area,21058.5,1000 HA,2026-07-28
CONAB,Corn,2023/24,Area,21058.5,1000 HA,2026-07-30
CONAB,Corn,2023/24,Area,21058.5,1000 HA,2026-07-31
CONAB,Corn,2023/24,Area,21058.5,1000 HA,2026-08-02
CONAB,Corn,2023/24,Area,21058.5,1000 HA,2026-08-03
CONAB,Corn,2023/24,Area,21058.5,1000 HA,2026-08-04
CONAB,Corn,2023/24,Area,21058.5,1000 HA,2026-08-05
CONAB,Corn,2023/24,Area,21058.5,1000 HA,2026-08-06
CONAB,Corn,2023/24,Area,21058.5,1000 HA,2026-08-07
CONAB,Corn,2023/24,Area,21058.5,1000 HA,2026-08-08
CONAB,Corn,2023/24,Area,21058.5,1000 HA,2026-08-10
CONAB,Corn,2023/24,Area,21058.5,1000 HA,2026-08-11
CONAB,Corn,2023/24,Area,21058.5,1000 HA,2026-08-12
CONAB,Corn,2023/24,Area,21058.5,1000 HA,2026-08-13
CONAB,Corn,2023/24,Production,115723.2,1000 MT,2026-07-28
CONAB,Corn,2023/24,Production,115723.2,1000 MT,2026-07-30
CONAB,Corn,2023/24,Production,115723.2,1000 MT,2026-07-31
CONAB,Corn,2023/24,Production,115723.2,1000 MT,2026-08-02
CONAB,Corn,2023/24,Production,115723.2,1000 MT,2026-08-03
CONAB,Corn,2023/24,Production,115723.2,1000 MT,2026-08-04
CONAB,Corn,2023/24,Production,115723.2,1000 MT,2026-08-05
CONAB,Corn,2023/24,Production,115723.2,1000 MT,2026-08-06
CONAB,Corn,2023/24,Production,115723.2,1000 MT,2026-08-07
CONAB,Corn,2023/24,Production,115723.2,1000 MT,2026-08-08
CONAB,Corn,2023/24,Production,115723.2,1000 MT,2026-08-10
CONAB,Corn,2023/24,Production,115723.2,1000 MT,2026-08-11
CONAB,Corn,2023/24,Production,115723.2,1000 MT,2026-08-12
CONAB,Corn,2023/24,Production,115723.2,1000 MT,2026-08-13
CONAB,Corn,2023/24,Yield,5495.320179499965,KG/HA,2026-07-28
CONAB,Corn,2023/24,Yield,5495.320179499965,KG/HA,2026-07-30
CONAB,Corn,2023/24,Yield,5495.320179499965,KG/HA,2026-07-31
CONAB,Corn,2023/24,Yield,5495.320179499965,KG/HA,2026-08-02
CONAB,Corn,2023/24,Yield,5495.320179499965,KG/HA,2026-08-03
CONAB,Corn,2023/24,Yield,5495.320179499965,KG/HA,2026-08-04
CONAB,Corn,2023/24,Yield,5495.320179499965,KG/HA,2026-08-05
CONAB,Corn,2023/24,Yield,5495.320179499965,KG/HA,2026-08-06
CONAB,Corn,2023/24,Yield,5495.320179499965,KG/HA,2026-08-07
CONAB,Corn,2023/24,Yield,5495.320179499965,KG/HA,2026-08-08
CONAB,Corn,2023/24,Yield,5495.320179499965,KG/HA,2026-08-10
CONAB,Corn,2023/24,Yield,5495.320179499965,KG/HA,2026-08-11
CONAB,Corn,2023/24,Yield,5495.320179499965,KG/HA,2026-08-12
CONAB,Corn,2023/24,Yield,5495.320179499965,KG/HA,2026-08-13
CONAB,Corn,2024/25,Area,21857.5,1000 HA,2026-07-28
CONAB,Corn,2024/25,Area,21857.5,1000 HA,2026-07-30
CONAB,Corn,2024/25,Area,21857.5,1000 HA,2026-07-31
CONAB,Corn,2024/25,Area,21857.5,1000 HA,2026-08-02
CONAB,Corn,2024/25,Area,21857.5,1000 HA,2026-08-03
CONAB,Corn,2024/25,Area,21857.5,1000 HA,2026-08-04
CONAB,Corn,2024/25,Area,21857.5,1000 HA,2026-08-05
CONAB,Corn,2024/25,Area,21857.5,1000 HA,2026-08-06
CONAB,Corn,2024/25,Area,21857.5,1000 HA,2026-08-07
CONAB,Corn,2024/25,Area,21857.5,1000 HA,2026-08-08
CONAB,Corn,2024/25,Area,21857.5,1000 HA,2026-08-10
CONAB,Corn,2024/25,Area,21857.5,1000 HA,2026-08-11
CONAB,Corn,2024/25,Area,21857.5,1000 HA,2026-08-12
CONAB,Corn,2024/25,Area,21857.5,1000 HA,2026-08-13
CONAB,Corn,2024/25,Production,139695.8,1000 MT,2026-07-28
CONAB,Corn,2024/25,Production,139695.8,1000 MT,2026-07-30
CONAB,Corn,2024/25,Production,139695.8,1000 MT,2026-07-31
CONAB,Corn,2024/25,Production,139695.8,1000 MT,2026-08-02
CONAB,Corn,2024/25,Production,139695.8,1000 MT,2026-08-03
CONAB,Corn,2024/25,Production,139695.8,1000 MT,2026-08-04
CONAB,Corn,2024/25,Production,139695.8,1000 MT,2026-08-05
CONAB,Corn,2024/25,Production,139695.8,1000 MT,2026-08-06
CONAB,Corn,2024/25,Production,139695.8,1000 MT,2026-08-07
CONAB,Corn,2024/25,Production,139695.8,1000 MT,2026-08-08
CONAB,Corn,2024/25,Production,139695.8,1000 MT,2026-08-10
CONAB,Corn,2024/25,Production,139695.8,1000 MT,2026-08-11
CONAB,Corn,2024/25,Production,139695.8,1000 MT,2026-08-12
CONAB,Corn,2024/25,Production,139695.8,1000 MT,2026-08-13
CONAB,Corn,2024/25,Yield,6391.2066796294175,KG/HA,2026-07-28
CONAB,Corn,2024/25,Yield,6391.2066796294175,KG/HA,2026-07-30
CONAB,Corn,2024/25,Yield,6391.2066796294175,KG/HA,2026-07-31
CONAB,Corn,2024/25,Yield,6391.2066796294175,KG/HA,2026-08-02
CONAB,Corn,2024/25,Yield,6391.2066796294175,KG/HA,2026-08-03
CONAB,Corn,2024/25,Yield,6391.2066796294175,KG/HA,2026-08-04
CONAB,Corn,2024/25,Yield,6391.2066796294175,KG/HA,2026-08-05
CONAB,Corn,2024/25,Yield,6391.2066796294175,KG/HA,2026-08-06
CONAB,Corn,2024/25,Yield,6391.2066796294175,KG/HA,2026-08-07
CONAB,Corn,2024/25,Yield,6391.2066796294175,KG/HA,2026-08-08
CONAB,Corn,2024/25,Yield,6391.2066796294175,KG/HA,2026-08-10
CONAB,Corn,2024/25,Yield,6391.2066796294175,KG/HA,2026-08-11
CONAB,Corn,2024/25,Yield,6391.2066796294175,KG/HA,2026-08-12
CONAB,Corn,2024/25,Yield,6391.2066796294175,KG/HA,2026-08-13
CONAB,Corn,2025/26,Area,22582.0,1000 HA,2026-07-28
CONAB,Corn,2025/26,Area,22582.0,1000 HA,2026-07-30
CONAB,Corn,2025/26,Area,22582.0,1000 HA,2026-07-31
CONAB,Corn,2025/26,Area,22582.0,1000 HA,2026-08-02
CONAB,Corn,2025/26,Area,22582.0,1000 HA,2026-08-03
CONAB,Corn,2025/26,Area,22582.0,1000 HA,2026-08-04
CONAB,Corn,2025/26,Area,22582.0,1000 HA,2026-08-05
CONAB,Corn,2025/26,Area,22582.0,1000 HA,2026-08-06
CONAB,Corn,2025/26,Area,22582.0,1000 HA,2026-08-07
CONAB,Corn,2025/26,Area,22582.0,1000 HA,2026-08-08
CONAB,Corn,2025/26,Area,22582.0,1000 HA,2026-08-10
CONAB,Corn,2025/26,Area,22582.0,1000 HA,2026-08-11
CONAB,Corn,2025/26,Area,22582.0,1000 HA,2026-08-12
CONAB,Corn,2025/26,Area,22582.0,1000 HA,2026-08-13
CONAB,Corn,2025/26,Production,140463.1,1000 MT,2026-07-28
CONAB,Corn,2025/26,Production,140463.1,1000 MT,2026-07-30
CONAB,Corn,2025/26,Production,140463.1,1000 MT,2026-07-31
CONAB,Corn,2025/26,Production,140463.1,1000 MT,2026-08-02
CONAB,Corn,2025/26,Production,140463.1,1000 MT,2026-08-03
CONAB,Corn,2025/26,Production,140463.1,1000 MT,2026-08-04
CONAB,Corn,2025/26,Production,140463.1,1000 MT,2026-08-05
CONAB,Corn,2025/26,Production,140463.1,1000 MT,2026-08-06
CONAB,Corn,2025/26,Production,140463.1,1000 MT,2026-08-07
CONAB,Corn,2025/26,Production,140463.1,1000 MT,2026-08-08
CONAB,Corn,2025/26,Production,140463.1,1000 MT,2026-08-10
CONAB,Corn,2025/26,Production,140463.1,1000 MT,2026-08-11
CONAB,Corn,2025/26,Production,140463.1,1000 MT,2026-08-12
CONAB,Corn,2025/26,Production,140463.1,1000 MT,2026-08-13
CONAB,Corn,2025/26,Yield,6220.135506155345,KG/HA,2026-07-28
CONAB,Corn,2025/26,Yield,6220.135506155345,KG/HA,2026-07-30
CONAB,Corn,2025/26,Yield,6220.135506155345,KG/HA,2026-07-31
CONAB,Corn,2025/26,Yield,6220.135506155345,KG/HA,2026-08-02
CONAB,Corn,2025/26,Yield,6220.135506155345,KG/HA,2026-08-03
CONAB,Corn,2025/26,Yield,6220.135506155345,KG/HA,2026-08-04
CONAB,Corn,2025/26,Yield,6220.135506155345,KG/HA,2026-08-05
CONAB,Corn,2025/26,Yield,6220.135506155345,KG/HA,2026-08-06
CONAB,Corn,2025/26,Yield,6220.135506155345,KG/HA,2026-08-07
CONAB,Corn,2025/26,Yield,6220.135506155345,KG/HA,2026-08-08
CONAB,Corn,2025/26,Yield,6220.135506155345,KG/HA,2026-08-10
CONAB,Corn,2025/26,Yield,6220.135506155345,KG/HA,2026-08-11
CONAB,Corn,2025/26,Yield,6220.135506155345,KG/HA,2026-08-12
CONAB,Corn,2025/26,Yield,6220.135506155345,KG/HA,2026-08-13
CONAB,Cotton,1976/77,Area,4095.9,1000 HA,2026-07-28
CONAB,Cotton,1976/77,Area,4095.9,1000 HA,2026-07-30
CONAB,Cotton,1976/77,Area,4095.9,1000 HA,2026-07-31
CONAB,Cotton,1976/77,Area,4095.9,1000 HA,2026-08-02
CONAB,Cotton,1976/77,Area,4095.9,1000 HA,2026-08-03
CONAB,Cotton,1976/77,Area,4095.9,1000 HA,2026-08-04
CONAB,Cotton,1976/77,Area,4095.9,1000 HA,2026-08-05
CONAB,Cotton,1976/77,Area,4095.9,1000 HA,2026-08-06
CONAB,Cotton,1976/77,Area,4095.9,1000 HA,2026-08-07
CONAB,Cotton,1976/77,Area,4095.9,1000 HA,2026-08-08
CONAB,Cotton,1976/77,Area,4095.9,1000 HA,2026-08-10
CONAB,Cotton,1976/77,Area,4095.9,1000 HA,2026-08-11
CONAB,Cotton,1976/77,Area,4095.9,1000 HA,2026-08-12
CONAB,Cotton,1976/77,Area,4095.9,1000 HA,2026-08-13
CONAB,Cotton,1976/77,Production,586.9,1000 MT,2026-07-28
CONAB,Cotton,1976/77,Production,586.9,1000 MT,2026-07-30
CONAB,Cotton,1976/77,Production,586.9,1000 MT,2026-07-31
CONAB,Cotton,1976/77,Production,586.9,1000 MT,2026-08-02
CONAB,Cotton,1976/77,Production,586.9,1000 MT,2026-08-03
CONAB,Cotton,1976/77,Production,586.9,1000 MT,2026-08-04
CONAB,Cotton,1976/77,Production,586.9,1000 MT,2026-08-05
CONAB,Cotton,1976/77,Production,586.9,1000 MT,2026-08-06
CONAB,Cotton,1976/77,Production,586.9,1000 MT,2026-08-07
CONAB,Cotton,1976/77,Production,586.9,1000 MT,2026-08-08
CONAB,Cotton,1976/77,Production,586.9,1000 MT,2026-08-10
CONAB,Cotton,1976/77,Production,586.9,1000 MT,2026-08-11
CONAB,Cotton,1976/77,Production,586.9,1000 MT,2026-08-12
CONAB,Cotton,1976/77,Production,586.9,1000 MT,2026-08-13
CONAB,Cotton,1976/77,Yield,143.28963109450913,KG/HA,2026-07-28
CONAB,Cotton,1976/77,Yield,143.28963109450913,KG/HA,2026-07-30
CONAB,Cotton,1976/77,Yield,143.28963109450913,KG/HA,2026-07-31
CONAB,Cotton,1976/77,Yield,143.28963109450913,KG/HA,2026-08-02
CONAB,Cotton,1976/77,Yield,143.28963109450913,KG/HA,2026-08-03
CONAB,Cotton,1976/77,Yield,143.28963109450913,KG/HA,2026-08-04
CONAB,Cotton,1976/77,Yield,143.28963109450913,KG/HA,2026-08-05
CONAB,Cotton,1976/77,Yield,143.28963109450913,KG/HA,2026-08-06
CONAB,Cotton,1976/77,Yield,143.28963109450913,KG/HA,2026-08-07
CONAB,Cotton,1976/77,Yield,143.28963109450913,KG/HA,2026-08-08
CONAB,Cotton,1976/77,Yield,143.28963109450913,KG/HA,2026-08-10
CONAB,Cotton,1976/77,Yield,143.28963109450913,KG/HA,2026-08-11
CONAB,Cotton,1976/77,Yield,143.28963109450913,KG/HA,2026-08-12
CONAB,Cotton,1976/77,Yield,143.28963109450913,KG/HA,2026-08-13
CONAB,Cotton,1977/78,Area,3925.8,1000 HA,2026-07-28
CONAB,Cotton,1977/78,Area,3925.8,1000 HA,2026-07-30
CONAB,Cotton,1977/78,Area,3925.8,1000 HA,2026-07-31
CONAB,Cotton,1977/78,Area,3925.8,1000 HA,2026-08-02
CONAB,Cotton,1977/78,Area,3925.8,1000 HA,2026-08-03
CONAB,Cotton,1977/78,Area,3925.8,1000 HA,2026-08-04
CONAB,Cotton,1977/78,Area,3925.8,1000 HA,2026-08-05
CONAB,Cotton,1977/78,Area,3925.8,1000 HA,2026-08-06
CONAB,Cotton,1977/78,Area,3925.8,1000 HA,2026-08-07
CONAB,Cotton,1977/78,Area,3925.8,1000 HA,2026-08-08
CONAB,Cotton,1977/78,Area,3925.8,1000 HA,2026-08-10
CONAB,Cotton,1977/78,Area,3925.8,1000 HA,2026-08-11
CONAB,Cotton,1977/78,Area,3925.8,1000 HA,2026-08-12
CONAB,Cotton,1977/78,Area,3925.8,1000 HA,2026-08-13
CONAB,Cotton,1977/78,Production,486.4,1000 MT,2026-07-28
CONAB,Cotton,1977/78,Production,486.4,1000 MT,2026-07-30
CONAB,Cotton,1977/78,Production,486.4,1000 MT,2026-07-31
CONAB,Cotton,1977/78,Production,486.4,1000 MT,2026-08-02
CONAB,Cotton,1977/78,Production,486.4,1000 MT,2026-08-03
CONAB,Cotton,1977/78,Production,486.4,1000 MT,2026-08-04
CONAB,Cotton,1977/78,Production,486.4,1000 MT,2026-08-05
CONAB,Cotton,1977/78,Production,486.4,1000 MT,2026-08-06
CONAB,Cotton,1977/78,Production,486.4,1000 MT,2026-08-07
CONAB,Cotton,1977/78,Production,486.4,1000 MT,2026-08-08
CONAB,Cotton,1977/78,Production,486.4,1000 MT,2026-08-10
CONAB,Cotton,1977/78,Production,486.4,1000 MT,2026-08-11
CONAB,Cotton,1977/78,Production,486.4,1000 MT,2026-08-12
CONAB,Cotton,1977/78,Production,486.4,1000 MT,2026-08-13
CONAB,Cotton,1977/78,Yield,123.89831371949666,KG/HA,2026-07-28
CONAB,Cotton,1977/78,Yield,123.89831371949666,KG/HA,2026-07-30
CONAB,Cotton,1977/78,Yield,123.89831371949666,KG/HA,2026-07-31
CONAB,Cotton,1977/78,Yield,123.89831371949666,KG/HA,2026-08-02
CONAB,Cotton,1977/78,Yield,123.89831371949666,KG/HA,2026-08-03
CONAB,Cotton,1977/78,Yield,123.89831371949666,KG/HA,2026-08-04
CONAB,Cotton,1977/78,Yield,123.89831371949666,KG/HA,2026-08-05
CONAB,Cotton,1977/78,Yield,123.89831371949666,KG/HA,2026-08-06
CONAB,Cotton,1977/78,Yield,123.89831371949666,KG/HA,2026-08-07
CONAB,Cotton,1977/78,Yield,123.89831371949666,KG/HA,2026-08-08
CONAB,Cotton,1977/78,Yield,123.89831371949666,KG/HA,2026-08-10
CONAB,Cotton,1977/78,Yield,123.89831371949666,KG/HA,2026-08-11
CONAB,Cotton,1977/78,Yield,123.89831371949666,KG/HA,2026-08-12
CONAB,Cotton,1977/78,Yield,123.89831371949666,KG/HA,2026-08-13
CONAB,Cotton,1978/79,Area,3623.6,1000 HA,2026-07-28
CONAB,Cotton,1978/79,Area,3623.6,1000 HA,2026-07-30
CONAB,Cotton,1978/79,Area,3623.6,1000 HA,2026-07-31
CONAB,Cotton,1978/79,Area,3623.6,1000 HA,2026-08-02
CONAB,Cotton,1978/79,Area,3623.6,1000 HA,2026-08-03
CONAB,Cotton,1978/79,Area,3623.6,1000 HA,2026-08-04
CONAB,Cotton,1978/79,Area,3623.6,1000 HA,2026-08-05
CONAB,Cotton,1978/79,Area,3623.6,1000 HA,2026-08-06
CONAB,Cotton,1978/79,Area,3623.6,1000 HA,2026-08-07
CONAB,Cotton,1978/79,Area,3623.6,1000 HA,2026-08-08
CONAB,Cotton,1978/79,Area,3623.6,1000 HA,2026-08-10
CONAB,Cotton,1978/79,Area,3623.6,1000 HA,2026-08-11
CONAB,Cotton,1978/79,Area,3623.6,1000 HA,2026-08-12
CONAB,Cotton,1978/79,Area,3623.6,1000 HA,2026-08-13
CONAB,Cotton,1978/79,Production,543.6,1000 MT,2026-07-28
CONAB,Cotton,1978/79,Production,543.6,1000 MT,2026-07-30
CONAB,Cotton,1978/79,Production,543.6,1000 MT,2026-07-31
CONAB,Cotton,1978/79,Production,543.6,1000 MT,2026-08-02
CONAB,Cotton,1978/79,Production,543.6,1000 MT,2026-08-03
CONAB,Cotton,1978/79,Production,543.6,1000 MT,2026-08-04
CONAB,Cotton,1978/79,Production,543.6,1000 MT,2026-08-05
CONAB,Cotton,1978/79,Production,543.6,1000 MT,2026-08-06
CONAB,Cotton,1978/79,Production,543.6,1000 MT,2026-08-07
CONAB,Cotton,1978/79,Production,543.6,1000 MT,2026-08-08
CONAB,Cotton,1978/79,Production,543.6,1000 MT,2026-08-10
CONAB,Cotton,1978/79,Production,543.6,1000 MT,2026-08-11
CONAB,Cotton,1978/79,Production,543.6,1000 MT,2026-08-12
CONAB,Cotton,1978/79,Production,543.6,1000 MT,2026-08-13
CONAB,Cotton,1978/79,Yield,150.0165581189977,KG/HA,2026-07-28
CONAB,Cotton,1978/79,Yield,150.0165581189977,KG/HA,2026-07-30
CONAB,Cotton,1978/79,Yield,150.0165581189977,KG/HA,2026-07-31
CONAB,Cotton,1978/79,Yield,150.0165581189977,KG/HA,2026-08-02
CONAB,Cotton,1978/79,Yield,150.0165581189977,KG/HA,2026-08-03
CONAB,Cotton,1978/79,Yield,150.0165581189977,KG/HA,2026-08-04
CONAB,Cotton,1978/79,Yield,150.0165581189977,KG/HA,2026-08-05
CONAB,Cotton,1978/79,Yield,150.0165581189977,KG/HA,2026-08-06
CONAB,Cotton,1978/79,Yield,150.0165581189977,KG/HA,2026-08-07
CONAB,Cotton,1978/79,Yield,150.0165581189977,KG/HA,2026-08-08
CONAB,Cotton,1978/79,Yield,150.0165581189977,KG/HA,2026-08-10
CONAB,Cotton,1978/79,Yield,150.0165581189977,KG/HA,2026-08-11
CONAB,Cotton,1978/79,Yield,150.0165581189977,KG/HA,2026-08-12
CONAB,Cotton,1978/79,Yield,150.0165581189977,KG/HA,2026-08-13
CONAB,Cotton,1979/80,Area,4070.9,1000 HA,2026-07-28
CONAB,Cotton,1979/80,Area,4070.9,1000 HA,2026-07-30
CONAB,Cotton,1979/80,Area,4070.9,1000 HA,2026-07-31
CONAB,Cotton,1979/80,Area,4070.9,1000 HA,2026-08-02
CONAB,Cotton,1979/80,Area,4070.9,1000 HA,2026-08-03
CONAB,Cotton,1979/80,Area,4070.9,1000 HA,2026-08-04
CONAB,Cotton,1979/80,Area,4070.9,1000 HA,2026-08-05
CONAB,Cotton,1979/80,Area,4070.9,1000 HA,2026-08-06
CONAB,Cotton,1979/80,Area,4070.9,1000 HA,2026-08-07
CONAB,Cotton,1979/80,Area,4070.9,1000 HA,2026-08-08
CONAB,Cotton,1979/80,Area,4070.9,1000 HA,2026-08-10
CONAB,Cotton,1979/80,Area,4070.9,1000 HA,2026-08-11
CONAB,Cotton,1979/80,Area,4070.9,1000 HA,2026-08-12
CONAB,Cotton,1979/80,Area,4070.9,1000 HA,2026-08-13
CONAB,Cotton,1979/80,Production,577.4,1000 MT,2026-07-28
CONAB,Cotton,1979/80,Production,577.4,1000 MT,2026-07-30
CONAB,Cotton,1979/80,Production,577.4,1000 MT,2026-07-31
CONAB,Cotton,1979/80,Production,577.4,1000 MT,2026-08-02
CONAB,Cotton,1979/80,Production,577.4,1000 MT,2026-08-03
CONAB,Cotton,1979/80,Production,577.4,1000 MT,2026-08-04
CONAB,Cotton,1979/80,Production,577.4,1000 MT,2026-08-05
CONAB,Cotton,1979/80,Production,577.4,1000 MT,2026-08-06
CONAB,Cotton,1979/80,Production,577.4,1000 MT,2026-08-07
CONAB,Cotton,1979/80,Production,577.4,1000 MT,2026-08-08
CONAB,Cotton,1979/80,Production,577.4,1000 MT,2026-08-10
CONAB,Cotton,1979/80,Production,577.4,1000 MT,2026-08-11
CONAB,Cotton,1979/80,Production,577.4,1000 MT,2026-08-12
CONAB,Cotton,1979/80,Production,577.4,1000 MT,2026-08-13
CONAB,Cotton,1979/80,Yield,141.83595765064237,KG/HA,2026-07-28
CONAB,Cotton,1979/80,Yield,141.83595765064237,KG/HA,2026-07-30
CONAB,Cotton,1979/80,Yield,141.83595765064237,KG/HA,2026-07-31
CONAB,Cotton,1979/80,Yield,141.83595765064237,KG/HA,2026-08-02
CONAB,Cotton,1979/80,Yield,141.83595765064237,KG/HA,2026-08-03
CONAB,Cotton,1979/80,Yield,141.83595765064237,KG/HA,2026-08-04
CONAB,Cotton,1979/80,Yield,141.83595765064237,KG/HA,2026-08-05
CONAB,Cotton,1979/80,Yield,141.83595765064237,KG/HA,2026-08-06
CONAB,Cotton,1979/80,Yield,141.83595765064237,KG/HA,2026-08-07
CONAB,Cotton,1979/80,Yield,141.83595765064237,KG/HA,2026-08-08
CONAB,Cotton,1979/80,Yield,141.83595765064237,KG/HA,2026-08-10
CONAB,Cotton,1979/80,Yield,141.83595765064237,KG/HA,2026-08-11
CONAB,Cotton,1979/80,Yield,141.83595765064237,KG/HA,2026-08-12
CONAB,Cotton,1979/80,Yield,141.83595765064237,KG/HA,2026-08-13
CONAB,Cotton,1980/81,Area,4136.7,1000 HA,2026-07-28
CONAB,Cotton,1980/81,Area,4136.7,1000 HA,2026-07-30
CONAB,Cotton,1980/81,Area,4136.7,1000 HA,2026-07-31
CONAB,Cotton,1980/81,Area,4136.7,1000 HA,2026-08-02
CONAB,Cotton,1980/81,Area,4136.7,1000 HA,2026-08-03
CONAB,Cotton,1980/81,Area,4136.7,1000 HA,2026-08-04
CONAB,Cotton,1980/81,Area,4136.7,1000 HA,2026-08-05
CONAB,Cotton,1980/81,Area,4136.7,1000 HA,2026-08-06
CONAB,Cotton,1980/81,Area,4136.7,1000 HA,2026-08-07
CONAB,Cotton,1980/81,Area,4136.7,1000 HA,2026-08-08
CONAB,Cotton,1980/81,Area,4136.7,1000 HA,2026-08-10
CONAB,Cotton,1980/81,Area,4136.7,1000 HA,2026-08-11
CONAB,Cotton,1980/81,Area,4136.7,1000 HA,2026-08-12
CONAB,Cotton,1980/81,Area,4136.7,1000 HA,2026-08-13
CONAB,Cotton,1980/81,Production,594.4,1000 MT,2026-07-28
CONAB,Cotton,1980/81,Production,594.4,1000 MT,2026-07-30
CONAB,Cotton,1980/81,Production,594.4,1000 MT,2026-07-31
CONAB,Cotton,1980/81,Production,594.4,1000 MT,2026-08-02
CONAB,Cotton,1980/81,Production,594.4,1000 MT,2026-08-03
CONAB,Cotton,1980/81,Production,594.4,1000 MT,2026-08-04
CONAB,Cotton,1980/81,Production,594.4,1000 MT,2026-08-05
CONAB,Cotton,1980/81,Production,594.4,1000 MT,2026-08-06
CONAB,Cotton,1980/81,Production,594.4,1000 MT,2026-08-07
CONAB,Cotton,1980/81,Production,594.4,1000 MT,2026-08-08
CONAB,Cotton,1980/81,Production,594.4,1000 MT,2026-08-10
CONAB,Cotton,1980/81,Production,594.4,1000 MT,2026-08-11
CONAB,Cotton,1980/81,Production,594.4,1000 MT,2026-08-12
CONAB,Cotton,1980/81,Production,594.4,1000 MT,2026-08-13
CONAB,Cotton,1980/81,Yield,143.68941426741122,KG/HA,2026-07-28
CONAB,Cotton,1980/81,Yield,143.68941426741122,KG/HA,2026-07-30
CONAB,Cotton,1980/81,Yield,143.68941426741122,KG/HA,2026-07-31
CONAB,Cotton,1980/81,Yield,143.68941426741122,KG/HA,2026-08-02
CONAB,Cotton,1980/81,Yield,143.68941426741122,KG/HA,2026-08-03
CONAB,Cotton,1980/81,Yield,143.68941426741122,KG/HA,2026-08-04
CONAB,Cotton,1980/81,Yield,143.68941426741122,KG/HA,2026-08-05
CONAB,Cotton,1980/81,Yield,143.68941426741122,KG/HA,2026-08-06
CONAB,Cotton,1980/81,Yield,143.68941426741122,KG/HA,2026-08-07
CONAB,Cotton,1980/81,Yield,143.68941426741122,KG/HA,2026-08-08
CONAB,Cotton,1980/81,Yield,143.68941426741122,KG/HA,2026-08-10
CONAB,Cotton,1980/81,Yield,143.68941426741122,KG/HA,2026-08-11
CONAB,Cotton,1980/81,Yield,143.68941426741122,KG/HA,2026-08-12
CONAB,Cotton,1980/81,Yield,143.68941426741122,KG/HA,2026-08-13
CONAB,Cotton,1981/82,Area,3826.6,1000 HA,2026-07-28
CONAB,Cotton,1981/82,Area,3826.6,1000 HA,2026-07-30
CONAB,Cotton,1981/82,Area,3826.6,1000 HA,2026-07-31
CONAB,Cotton,1981/82,Area,3826.6,1000 HA,2026-08-02
CONAB,Cotton,1981/82,Area,3826.6,1000 HA,2026-08-03
CONAB,Cotton,1981/82,Area,3826.6,1000 HA,2026-08-04
CONAB,Cotton,1981/82,Area,3826.6,1000 HA,2026-08-05
CONAB,Cotton,1981/82,Area,3826.6,1000 HA,2026-08-06
CONAB,Cotton,1981/82,Area,3826.6,1000 HA,2026-08-07
CONAB,Cotton,1981/82,Area,3826.6,1000 HA,2026-08-08
CONAB,Cotton,1981/82,Area,3826.6,1000 HA,2026-08-10
CONAB,Cotton,1981/82,Area,3826.6,1000 HA,2026-08-11
CONAB,Cotton,1981/82,Area,3826.6,1000 HA,2026-08-12
CONAB,Cotton,1981/82,Area,3826.6,1000 HA,2026-08-13
CONAB,Cotton,1981/82,Production,680.5,1000 MT,2026-07-28
CONAB,Cotton,1981/82,Production,680.5,1000 MT,2026-07-30
CONAB,Cotton,1981/82,Production,680.5,1000 MT,2026-07-31
CONAB,Cotton,1981/82,Production,680.5,1000 MT,2026-08-02
CONAB,Cotton,1981/82,Production,680.5,1000 MT,2026-08-03
CONAB,Cotton,1981/82,Production,680.5,1000 MT,2026-08-04
CONAB,Cotton,1981/82,Production,680.5,1000 MT,2026-08-05
CONAB,Cotton,1981/82,Production,680.5,1000 MT,2026-08-06
CONAB,Cotton,1981/82,Production,680.5,1000 MT,2026-08-07
CONAB,Cotton,1981/82,Production,680.5,1000 MT,2026-08-08
CONAB,Cotton,1981/82,Production,680.5,1000 MT,2026-08-10
CONAB,Cotton,1981/82,Production,680.5,1000 MT,2026-08-11
CONAB,Cotton,1981/82,Production,680.5,1000 MT,2026-08-12
CONAB,Cotton,1981/82,Production,680.5,1000 MT,2026-08-13
CONAB,Cotton,1981/82,Yield,177.8341086081639,KG/HA,2026-07-28
