commodity,season_year,week_number,week_end,season_status,first_published,adjustments,week_total,unit
Soybeans (SAGIS),2024,4,2024-03-22,Final,75492.0,1066.0,76558.0,MT
Soybeans (SAGIS),2024,5,2024-03-29,Final,58960.0,3409.0,62369.0,MT
Soybeans (SAGIS),2024,6,2024-04-05,Final,83969.0,2888.0,86857.0,MT
Soybeans (SAGIS),2024,7,2024-04-12,Final,55405.0,1896.0,57301.0,MT
Soybeans (SAGIS),2024,8,2024-04-19,Final,181514.0,2747.0,184261.0,MT
Soybeans (SAGIS),2024,9,2024-04-26,Final,362804.0,7609.0,370413.0,MT
Soybeans (SAGIS),2024,10,2024-05-03,Final,259584.0,1178.0,260762.0,MT
Soybeans (SAGIS),2024,11,2024-05-10,Final,200044.0,2373.0,202417.0,MT
Soybeans (SAGIS),2024,12,2024-05-17,Final,112849.0,712.0,113561.0,MT
Soybeans (SAGIS),2024,13,2024-05-24,Final,71766.0,825.0,72591.0,MT
Soybeans (SAGIS),2024,14,2024-05-31,Final,39989.0,7956.0,47945.0,MT
Soybeans (SAGIS),2024,15,2024-06-07,Final,28501.0,1431.0,29932.0,MT
Soybeans (SAGIS),2024,16,2024-06-14,Final,23341.0,-879.0,22462.0,MT
Soybeans (SAGIS),2024,17,2024-06-21,Final,11455.0,1070.0,12525.0,MT
Soybeans (SAGIS),2024,18,2024-06-28,Final,7972.0,3499.0,11471.0,MT
Soybeans (SAGIS),2024,19,2024-07-05,Final,6650.0,-318.0,6332.0,MT
Soybeans (SAGIS),2024,20,2024-07-12,Final,5688.0,-311.0,5377.0,MT
Soybeans (SAGIS),2024,21,2024-07-19,Final,4612.0,-22.0,4590.0,MT
Soybeans (SAGIS),2024,22,2024-07-26,Final,3076.0,622.0,3698.0,MT
Soybeans (SAGIS),2024,23,2024-08-02,Final,5574.0,957.0,6531.0,MT
Soybeans (SAGIS),2024,24,2024-08-09,Final,2591.0,433.0,3024.0,MT
Soybeans (SAGIS),2024,25,2024-08-16,Final,2661.0,1043.0,3704.0,MT
Soybeans (SAGIS),2024,26,2024-08-23,Final,3839.0,45.0,3884.0,MT
Soybeans (SAGIS),2024,27,2024-08-30,Final,4584.0,3790.0,8374.0,MT
Soybeans (SAGIS),2024,28,2024-09-06,Final,3770.0,592.0,4362.0,MT
Soybeans (SAGIS),2024,29,2024-09-13,Final,3944.0,942.0,4886.0,MT
Soybeans (SAGIS),2024,30,2024-09-20,Final,4158.0,821.0,4979.0,MT
Soybeans (SAGIS),2024,31,2024-09-27,Final,2875.0,4009.0,6884.0,MT
Soybeans (SAGIS),2024,32,2024-10-04,Final,3530.0,1942.0,5472.0,MT
Soybeans (SAGIS),2024,33,2024-10-11,Final,3908.0,575.0,4483.0,MT
Soybeans (SAGIS),2024,34,2024-10-18,Final,3713.0,-555.0,3158.0,MT
Soybeans (SAGIS),2024,35,2024-10-25,Final,3424.0,1482.0,4906.0,MT
Soybeans (SAGIS),2024,36,2024-11-01,Final,1244.0,750.0,1994.0,MT
Soybeans (SAGIS),2024,37,2024-11-08,Final,1457.0,1814.0,3271.0,MT
Soybeans (SAGIS),2024,38,2024-11-15,Final,3197.0,732.0,3929.0,MT
Soybeans (SAGIS),2024,39,2024-11-22,Final,3357.0,428.0,3785.0,MT
Soybeans (SAGIS),2024,40,2024-11-29,Final,3211.0,-80.0,3131.0,MT
Soybeans (SAGIS),2024,41,2024-12-06,Final,2540.0,-109.0,2431.0,MT
Soybeans (SAGIS),2024,42,2024-12-13,Final,3660.0,-257.0,3403.0,MT
Soybeans (SAGIS),2024,43,2024-12-20,Final,1741.0,332.0,2073.0,MT
Soybeans (SAGIS),2024,44,2024-12-27,Final,221.0,276.0,497.0,MT
Soybeans (SAGIS),2024,45,2025-01-03,Final,224.0,-59.0,165.0,MT
Soybeans (SAGIS),2024,46,2025-01-10,Final,2062.0,365.0,2427.0,MT
Soybeans (SAGIS),2024,47,2025-01-17,Final,3855.0,-65.0,3790.0,MT
Soybeans (SAGIS),2024,48,2025-01-24,Final,3445.0,1870.0,5315.0,MT
Soybeans (SAGIS),2024,49,2025-01-31,Final,2024.0,499.0,2523.0,MT
Soybeans (SAGIS),2024,50,2025-02-07,Final,1834.0,55.0,1889.0,MT
Soybeans (SAGIS),2024,51,2025-02-14,Final,2335.0,-316.0,2019.0,MT
Soybeans (SAGIS),2024,52,2025-02-21,Final,791.0,-106.0,685.0,MT
Soybeans (SAGIS),2024,53,2025-02-28,Final,1440.0,122.0,1562.0,MT
Soybeans (SAGIS),2025,1,2025-03-07,Final,1158.0,180.0,1338.0,MT
Soybeans (SAGIS),2025,2,2025-03-14,Final,4911.0,1807.0,6718.0,MT
Soybeans (SAGIS),2025,3,2025-03-21,Final,5757.0,1081.0,6838.0,MT
Soybeans (SAGIS),2025,4,2025-03-28,Final,42733.0,4057.0,46790.0,MT
Soybeans (SAGIS),2025,5,2025-04-04,Final,30177.0,782.0,30959.0,MT
Soybeans (SAGIS),2025,6,2025-04-11,Final,22233.0,3258.0,25491.0,MT
Soybeans (SAGIS),2025,7,2025-04-18,Final,126741.0,8318.0,135059.0,MT
Soybeans (SAGIS),2025,8,2025-04-25,Final,89662.0,11556.0,101218.0,MT
Soybeans (SAGIS),2025,9,2025-05-02,Final,193768.0,3721.0,197489.0,MT
Soybeans (SAGIS),2025,10,2025-05-09,Final,438352.0,1188.0,439540.0,MT
Soybeans (SAGIS),2025,11,2025-05-16,Final,530509.0,10971.0,541480.0,MT
Soybeans (SAGIS),2025,12,2025-05-23,Final,405536.0,2437.0,407973.0,MT
Soybeans (SAGIS),2025,13,2025-05-30,Final,265003.0,12443.0,277446.0,MT
Soybeans (SAGIS),2025,14,2025-06-06,Final,142843.0,5234.0,148077.0,MT
Soybeans (SAGIS),2025,15,2025-06-13,Final,58169.0,8380.0,66549.0,MT
Soybeans (SAGIS),2025,16,2025-06-20,Final,39477.0,7563.0,47040.0,MT
Soybeans (SAGIS),2025,17,2025-06-27,Final,29766.0,6918.0,36684.0,MT
Soybeans (SAGIS),2025,18,2025-07-04,Final,18615.0,983.0,19598.0,MT
Soybeans (SAGIS),2025,19,2025-07-11,Final,18777.0,2639.0,21416.0,MT
Soybeans (SAGIS),2025,20,2025-07-18,Final,16860.0,-141.0,16719.0,MT
Soybeans (SAGIS),2025,21,2025-07-25,Final,11923.0,1693.0,13616.0,MT
Soybeans (SAGIS),2025,22,2025-08-01,Final,10199.0,-1121.0,9078.0,MT
Soybeans (SAGIS),2025,23,2025-08-08,Final,10034.0,-859.0,9175.0,MT
Soybeans (SAGIS),2025,24,2025-08-15,Final,7864.0,31.0,7895.0,MT
Soybeans (SAGIS),2025,25,2025-08-22,Final,7306.0,-209.0,7097.0,MT
Soybeans (SAGIS),2025,26,2025-08-29,Final,4857.0,1151.0,6008.0,MT
Soybeans (SAGIS),2025,27,2025-09-05,Final,7856.0,519.0,8375.0,MT
Soybeans (SAGIS),2025,28,2025-09-12,Final,7716.0,1270.0,8986.0,MT
Soybeans (SAGIS),2025,29,2025-09-19,Final,6605.0,1332.0,7937.0,MT
Soybeans (SAGIS),2025,30,2025-09-26,Final,5487.0,1467.0,6954.0,MT
Soybeans (SAGIS),2025,31,2025-10-03,Final,2984.0,-154.0,2830.0,MT
Soybeans (SAGIS),2025,32,2025-10-10,Final,1606.0,511.0,2117.0,MT
Soybeans (SAGIS),2025,33,2025-10-17,Final,2618.0,537.0,3155.0,MT
Soybeans (SAGIS),2025,34,2025-10-24,Final,3554.0,238.0,3792.0,MT
Soybeans (SAGIS),2025,35,2025-10-31,Final,6101.0,346.0,6447.0,MT
Soybeans (SAGIS),2025,36,2025-11-07,Final,4240.0,497.0,4737.0,MT
Soybeans (SAGIS),2025,37,2025-11-14,Final,5101.0,1388.0,6489.0,MT
Soybeans (SAGIS),2025,38,2025-11-21,Final,3569.0,344.0,3913.0,MT
Soybeans (SAGIS),2025,39,2025-11-28,Final,3130.0,774.0,3904.0,MT
Soybeans (SAGIS),2025,40,2025-12-05,Final,4078.0,161.0,4239.0,MT
Soybeans (SAGIS),2025,41,2025-12-12,Final,3953.0,761.0,4714.0,MT
Soybeans (SAGIS),2025,42,2025-12-19,Final,2696.0,47.0,2743.0,MT
Soybeans (SAGIS),2025,43,2025-12-26,Final,813.0,173.0,986.0,MT
Soybeans (SAGIS),2025,44,2026-01-02,Final,374.0,122.0,496.0,MT
Soybeans (SAGIS),2025,45,2026-01-09,Final,2249.0,451.0,2700.0,MT
Soybeans (SAGIS),2025,46,2026-01-16,Final,5121.0,-824.0,4297.0,MT
Soybeans (SAGIS),2025,47,2026-01-23,Final,9258.0,34.0,9292.0,MT
Soybeans (SAGIS),2025,48,2026-01-30,Final,6442.0,-978.0,5464.0,MT
Soybeans (SAGIS),2025,49,2026-02-06,Final,4853.0,-1104.0,3749.0,MT
Soybeans (SAGIS),2025,50,2026-02-13,Final,5603.0,-541.0,5062.0,MT
Soybeans (SAGIS),2025,51,2026-02-20,Final,4627.0,-214.0,4413.0,MT
Soybeans (SAGIS),2025,52,2026-02-27,Final,3477.0,763.0,4240.0,MT
Soybeans (SAGIS),2026,1,2026-03-06,Active,3350.0,-666.0,2684.0,MT
Soybeans (SAGIS),2026,2,2026-03-13,Active,12723.0,372.0,13095.0,MT
Soybeans (SAGIS),2026,3,2026-03-20,Active,20480.0,1526.0,22006.0,MT
Soybeans (SAGIS),2026,4,2026-03-27,Active,14216.0,1821.0,16037.0,MT
Soybeans (SAGIS),2026,5,2026-04-03,Active,58007.0,5603.0,63610.0,MT
Soybeans (SAGIS),2026,6,2026-04-10,Active,134411.0,13879.0,148290.0,MT
Soybeans (SAGIS),2026,7,2026-04-17,Active,99724.0,-1250.0,98474.0,MT
Soybeans (SAGIS),2026,8,2026-04-24,Active,64774.0,11131.0,75905.0,MT
Soybeans (SAGIS),2026,9,2026-05-01,Active,137672.0,5570.0,143242.0,MT
Soybeans (SAGIS),2026,10,2026-05-08,Active,154371.0,687.0,155058.0,MT
Soybeans (SAGIS),2026,11,2026-05-15,Active,588453.0,11507.0,599960.0,MT
Soybeans (SAGIS),2026,12,2026-05-22,Active,561432.0,9095.0,570527.0,MT
Soybeans (SAGIS),2026,13,2026-05-29,Active,370449.0,25426.0,395875.0,MT
Soybeans (SAGIS),2026,14,2026-06-05,Active,189233.0,8006.0,197239.0,MT
Soybeans (SAGIS),2026,15,2026-06-12,Active,96365.0,2837.0,99202.0,MT
Soybeans (SAGIS),2026,16,2026-06-19,Active,62064.0,-1366.0,60698.0,MT
Soybeans (SAGIS),2026,17,2026-06-26,Active,26534.0,6250.0,32784.0,MT
Soybeans (SAGIS),2026,18,2026-07-03,Active,19714.0,-512.0,19202.0,MT
Soybeans (SAGIS),2026,19,2026-07-10,Active,15115.0,6013.0,21128.0,MT
Soybeans (SAGIS),2026,20,2026-07-17,Active,14395.0,-462.0,13933.0,MT
Soybeans (SAGIS),2026,21,2026-07-24,Active,9792.0,151.0,9943.0,MT
Soybeans (SAGIS),2026,22,2026-07-31,Active,5680.0,5198.0,10878.0,MT
Soybeans (SAGIS),2026,23,2026-08-07,Active,5926.0,107.0,6033.0,MT
Soybeans (SAGIS),2026,24,2026-08-14,Active,4977.0,0.0,4977.0,MT
Soybeans (SAGIS),2026,25,2026-08-21,Active,6836.0,0.0,6836.0,MT
Soybeans (SAGIS),2026,26,2026-08-28,Active,5698.0,0.0,5698.0,MT
Sunflower Seed (SAGIS),2018,1,2018-03-02,Final,0.0,0.0,0.0,MT
Sunflower Seed (SAGIS),2018,2,2018-03-09,Final,0.0,0.0,0.0,MT
Sunflower Seed (SAGIS),2018,3,2018-03-16,Final,0.0,0.0,0.0,MT
Sunflower Seed (SAGIS),2018,4,2018-03-23,Final,0.0,0.0,0.0,MT
Sunflower Seed (SAGIS),2018,5,2018-03-30,Final,9243.0,370.0,9613.0,MT
Sunflower Seed (SAGIS),2018,6,2018-04-06,Final,0.0,0.0,0.0,MT
Sunflower Seed (SAGIS),2018,7,2018-04-13,Final,0.0,0.0,0.0,MT
Sunflower Seed (SAGIS),2018,8,2018-04-20,Final,0.0,0.0,0.0,MT
Sunflower Seed (SAGIS),2018,9,2018-04-27,Final,109543.0,134.0,109677.0,MT
Sunflower Seed (SAGIS),2018,10,2018-05-04,Final,0.0,0.0,0.0,MT
Sunflower Seed (SAGIS),2018,11,2018-05-11,Final,0.0,0.0,0.0,MT
Sunflower Seed (SAGIS),2018,12,2018-05-18,Final,0.0,0.0,0.0,MT
Sunflower Seed (SAGIS),2018,13,2018-05-25,Final,206928.0,24223.0,231151.0,MT
Sunflower Seed (SAGIS),2018,14,2018-06-01,Final,2476.0,0.0,2476.0,MT
Sunflower Seed (SAGIS),2018,15,2018-06-08,Final,39417.0,-181.0,39236.0,MT
Sunflower Seed (SAGIS),2018,16,2018-06-15,Final,43972.0,1438.0,45410.0,MT
Sunflower Seed (SAGIS),2018,17,2018-06-22,Final,50907.0,4203.0,55110.0,MT
Sunflower Seed (SAGIS),2018,18,2018-06-29,Final,71729.0,36235.0,107964.0,MT
Sunflower Seed (SAGIS),2018,19,2018-07-06,Final,75033.0,-3232.0,71801.0,MT
Sunflower Seed (SAGIS),2018,20,2018-07-13,Final,49667.0,0.0,49667.0,MT
Sunflower Seed (SAGIS),2018,21,2018-07-20,Final,35087.0,0.0,35087.0,MT
Sunflower Seed (SAGIS),2018,22,2018-07-27,Final,25465.0,32686.0,58151.0,MT
Sunflower Seed (SAGIS),2018,23,2018-08-03,Final,8684.0,-2712.0,5972.0,MT
Sunflower Seed (SAGIS),2018,24,2018-08-10,Final,8246.0,0.0,8246.0,MT
Sunflower Seed (SAGIS),2018,25,2018-08-17,Final,5015.0,0.0,5015.0,MT
Sunflower Seed (SAGIS),2018,26,2018-08-24,Final,3065.0,0.0,3065.0,MT
Sunflower Seed (SAGIS),2018,27,2018-08-31,Final,2293.0,8886.0,11179.0,MT
Sunflower Seed (SAGIS),2018,28,2018-09-07,Final,761.0,0.0,761.0,MT
Sunflower Seed (SAGIS),2018,29,2018-09-14,Final,465.0,0.0,465.0,MT
Sunflower Seed (SAGIS),2018,30,2018-09-21,Final,374.0,0.0,374.0,MT
Sunflower Seed (SAGIS),2018,31,2018-09-28,Final,155.0,3480.0,3635.0,MT
Sunflower Seed (SAGIS),2018,32,2018-10-05,Final,149.0,-126.0,23.0,MT
Sunflower Seed (SAGIS),2018,33,2018-10-12,Final,159.0,0.0,159.0,MT
Sunflower Seed (SAGIS),2018,34,2018-10-19,Final,510.0,0.0,510.0,MT
Sunflower Seed (SAGIS),2018,35,2018-10-26,Final,240.0,1141.0,1381.0,MT
Sunflower Seed (SAGIS),2018,36,2018-11-02,Final,62.0,-42.0,20.0,MT
Sunflower Seed (SAGIS),2018,37,2018-11-09,Final,100.0,0.0,100.0,MT
Sunflower Seed (SAGIS),2018,38,2018-11-16,Final,88.0,0.0,88.0,MT
Sunflower Seed (SAGIS),2018,39,2018-11-23,Final,78.0,0.0,78.0,MT
Sunflower Seed (SAGIS),2018,40,2018-11-30,Final,223.0,2026.0,2249.0,MT
Sunflower Seed (SAGIS),2018,41,2018-12-07,Final,150.0,0.0,150.0,MT
Sunflower Seed (SAGIS),2018,42,2018-12-14,Final,105.0,0.0,105.0,MT
Sunflower Seed (SAGIS),2018,43,2018-12-21,Final,5.0,0.0,5.0,MT
Sunflower Seed (SAGIS),2018,44,2018-12-28,Final,6.0,449.0,455.0,MT
Sunflower Seed (SAGIS),2018,45,2019-01-04,Final,1.0,0.0,1.0,MT
Sunflower Seed (SAGIS),2018,46,2019-01-11,Final,25.0,-22.0,3.0,MT
Sunflower Seed (SAGIS),2018,47,2019-01-18,Final,82.0,0.0,82.0,MT
Sunflower Seed (SAGIS),2018,48,2019-01-25,Final,305.0,2426.0,2731.0,MT
Sunflower Seed (SAGIS),2018,49,2019-02-01,Final,206.0,-181.0,25.0,MT
Sunflower Seed (SAGIS),2018,50,2019-02-08,Final,88.0,0.0,88.0,MT
Sunflower Seed (SAGIS),2018,51,2019-02-15,Final,86.0,0.0,86.0,MT
Sunflower Seed (SAGIS),2018,52,2019-02-22,Final,185.0,605.0,790.0,MT
Sunflower Seed (SAGIS),2019,1,2019-03-01,Final,759.0,-89.0,670.0,MT
Sunflower Seed (SAGIS),2019,2,2019-03-08,Final,1216.0,13.0,1229.0,MT
Sunflower Seed (SAGIS),2019,3,2019-03-15,Final,862.0,70.0,932.0,MT
Sunflower Seed (SAGIS),2019,4,2019-03-22,Final,763.0,162.0,925.0,MT
Sunflower Seed (SAGIS),2019,5,2019-03-29,Final,957.0,1282.0,2239.0,MT
Sunflower Seed (SAGIS),2019,6,2019-04-05,Final,1907.0,-794.0,1113.0,MT
Sunflower Seed (SAGIS),2019,7,2019-04-12,Final,1393.0,30.0,1423.0,MT
Sunflower Seed (SAGIS),2019,8,2019-04-19,Final,5755.0,337.0,6092.0,MT
Sunflower Seed (SAGIS),2019,9,2019-04-26,Final,2032.0,8049.0,10081.0,MT
Sunflower Seed (SAGIS),2019,10,2019-05-03,Final,12701.0,-2675.0,10026.0,MT
Sunflower Seed (SAGIS),2019,11,2019-05-10,Final,17240.0,340.0,17580.0,MT
Sunflower Seed (SAGIS),2019,12,2019-05-17,Final,24711.0,213.0,24924.0,MT
Sunflower Seed (SAGIS),2019,13,2019-05-24,Final,40986.0,260.0,41246.0,MT
Sunflower Seed (SAGIS),2019,14,2019-05-31,Final,51829.0,21178.0,73007.0,MT
Sunflower Seed (SAGIS),2019,15,2019-06-07,Final,54667.0,1464.0,56131.0,MT
Sunflower Seed (SAGIS),2019,16,2019-06-14,Final,52620.0,531.0,53151.0,MT
Sunflower Seed (SAGIS),2019,17,2019-06-21,Final,41575.0,1562.0,43137.0,MT
Sunflower Seed (SAGIS),2019,18,2019-06-28,Final,48678.0,34426.0,83104.0,MT
Sunflower Seed (SAGIS),2019,19,2019-07-05,Final,60559.0,-1438.0,59121.0,MT
Sunflower Seed (SAGIS),2019,20,2019-07-12,Final,63782.0,0.0,63782.0,MT
Sunflower Seed (SAGIS),2019,21,2019-07-19,Final,37323.0,0.0,37323.0,MT
Sunflower Seed (SAGIS),2019,22,2019-07-26,Final,16649.0,49854.0,66503.0,MT
Sunflower Seed (SAGIS),2019,23,2019-08-02,Final,3938.0,-2815.0,1123.0,MT
Sunflower Seed (SAGIS),2019,24,2019-08-09,Final,3029.0,-312.0,2717.0,MT
Sunflower Seed (SAGIS),2019,25,2019-08-16,Final,1858.0,0.0,1858.0,MT
Sunflower Seed (SAGIS),2019,26,2019-08-23,Final,1924.0,0.0,1924.0,MT
Sunflower Seed (SAGIS),2019,27,2019-08-30,Final,2685.0,3864.0,6549.0,MT
Sunflower Seed (SAGIS),2019,28,2019-09-06,Final,717.0,-441.0,276.0,MT
Sunflower Seed (SAGIS),2019,29,2019-09-13,Final,591.0,0.0,591.0,MT
Sunflower Seed (SAGIS),2019,30,2019-09-20,Final,195.0,0.0,195.0,MT
Sunflower Seed (SAGIS),2019,31,2019-09-27,Final,119.0,1565.0,1684.0,MT
Sunflower Seed (SAGIS),2019,32,2019-10-04,Final,63.0,-3.0,60.0,MT
Sunflower Seed (SAGIS),2019,33,2019-10-11,Final,477.0,0.0,477.0,MT
Sunflower Seed (SAGIS),2019,34,2019-10-18,Final,352.0,0.0,352.0,MT
Sunflower Seed (SAGIS),2019,35,2019-10-25,Final,261.0,1307.0,1568.0,MT
Sunflower Seed (SAGIS),2019,36,2019-11-01,Final,143.0,-133.0,10.0,MT
Sunflower Seed (SAGIS),2019,37,2019-11-08,Final,74.0,0.0,74.0,MT
Sunflower Seed (SAGIS),2019,38,2019-11-15,Final,25.0,0.0,25.0,MT
Sunflower Seed (SAGIS),2019,39,2019-11-22,Final,88.0,0.0,88.0,MT
Sunflower Seed (SAGIS),2019,40,2019-11-29,Final,345.0,295.0,640.0,MT
Sunflower Seed (SAGIS),2019,41,2019-12-06,Final,280.0,-1.0,279.0,MT
Sunflower Seed (SAGIS),2019,42,2019-12-13,Final,139.0,0.0,139.0,MT
Sunflower Seed (SAGIS),2019,43,2019-12-20,Final,46.0,0.0,46.0,MT
Sunflower Seed (SAGIS),2019,44,2019-12-27,Final,79.0,-87.0,-8.0,MT
Sunflower Seed (SAGIS),2019,45,2020-01-03,Final,84.0,0.0,84.0,MT
Sunflower Seed (SAGIS),2019,46,2020-01-10,Final,127.0,0.0,127.0,MT
Sunflower Seed (SAGIS),2019,47,2020-01-17,Final,117.0,0.0,117.0,MT
Sunflower Seed (SAGIS),2019,48,2020-01-24,Final,31.0,0.0,31.0,MT
Sunflower Seed (SAGIS),2019,49,2020-01-31,Final,231.0,2066.0,2297.0,MT
Sunflower Seed (SAGIS),2019,50,2020-02-07,Final,192.0,0.0,192.0,MT
Sunflower Seed (SAGIS),2019,51,2020-02-14,Final,30.0,0.0,30.0,MT
Sunflower Seed (SAGIS),2019,52,2020-02-21,Final,178.0,0.0,178.0,MT
Sunflower Seed (SAGIS),2019,53,2020-02-28,Final,33.0,179.0,212.0,MT
Sunflower Seed (SAGIS),2020,1,2020-03-06,Final,134.0,-100.0,34.0,MT
Sunflower Seed (SAGIS),2020,2,2020-03-13,Final,558.0,0.0,558.0,MT
Sunflower Seed (SAGIS),2020,3,2020-03-20,Final,434.0,0.0,434.0,MT
Sunflower Seed (SAGIS),2020,4,2020-03-27,Final,3031.0,4079.0,7110.0,MT
Sunflower Seed (SAGIS),2020,5,2020-04-03,Final,4200.0,-2604.0,1596.0,MT
Sunflower Seed (SAGIS),2020,6,2020-04-10,Final,8058.0,0.0,8058.0,MT
Sunflower Seed (SAGIS),2020,7,2020-04-17,Final,7353.0,0.0,7353.0,MT
Sunflower Seed (SAGIS),2020,8,2020-04-24,Final,27491.0,21155.0,48646.0,MT
Sunflower Seed (SAGIS),2020,9,2020-05-01,Final,3180.0,-2160.0,1020.0,MT
Sunflower Seed (SAGIS),2020,10,2020-05-08,Final,65843.0,0.0,65843.0,MT
Sunflower Seed (SAGIS),2020,11,2020-05-15,Final,70700.0,0.0,70700.0,MT
Sunflower Seed (SAGIS),2020,12,2020-05-22,Final,65686.0,0.0,65686.0,MT
Sunflower Seed (SAGIS),2020,13,2020-05-29,Final,60066.0,44482.0,104548.0,MT
Sunflower Seed (SAGIS),2020,14,2020-06-05,Final,71181.0,-4622.0,66559.0,MT
Sunflower Seed (SAGIS),2020,15,2020-06-12,Final,67959.0,6808.0,74767.0,MT
Sunflower Seed (SAGIS),2020,16,2020-06-19,Final,41096.0,0.0,41096.0,MT
Sunflower Seed (SAGIS),2020,17,2020-06-26,Final,48485.0,66023.0,114508.0,MT
Sunflower Seed (SAGIS),2020,18,2020-07-03,Final,25810.0,-8703.0,17107.0,MT
Sunflower Seed (SAGIS),2020,19,2020-07-10,Final,22591.0,926.0,23517.0,MT
Sunflower Seed (SAGIS),2020,20,2020-07-17,Final,11134.0,231.0,11365.0,MT
Sunflower Seed (SAGIS),2020,21,2020-07-24,Final,4720.0,0.0,4720.0,MT
Sunflower Seed (SAGIS),2020,22,2020-07-31,Final,6801.0,30761.0,37562.0,MT
Sunflower Seed (SAGIS),2020,23,2020-08-07,Final,714.0,0.0,714.0,MT
Sunflower Seed (SAGIS),2020,24,2020-08-14,Final,508.0,0.0,508.0,MT
Sunflower Seed (SAGIS),2020,25,2020-08-21,Final,484.0,0.0,484.0,MT
Sunflower Seed (SAGIS),2020,26,2020-08-28,Final,1391.0,1113.0,2504.0,MT
Sunflower Seed (SAGIS),2020,27,2020-09-04,Final,85.0,-33.0,52.0,MT
Sunflower Seed (SAGIS),2020,28,2020-09-11,Final,415.0,0.0,415.0,MT
Sunflower Seed (SAGIS),2020,29,2020-09-18,Final,473.0,0.0,473.0,MT
Sunflower Seed (SAGIS),2020,30,2020-09-25,Final,249.0,1763.0,2012.0,MT
Sunflower Seed (SAGIS),2020,31,2020-10-02,Final,147.0,-135.0,12.0,MT
Sunflower Seed (SAGIS),2020,32,2020-10-09,Final,92.0,0.0,92.0,MT
Sunflower Seed (SAGIS),2020,33,2020-10-16,Final,21.0,1.0,22.0,MT
Sunflower Seed (SAGIS),2020,34,2020-10-23,Final,52.0,0.0,52.0,MT
Sunflower Seed (SAGIS),2020,35,2020-10-30,Final,283.0,114.0,397.0,MT
Sunflower Seed (SAGIS),2020,36,2020-11-06,Final,349.0,-48.0,301.0,MT
Sunflower Seed (SAGIS),2020,37,2020-11-13,Final,323.0,0.0,323.0,MT
Sunflower Seed (SAGIS),2020,38,2020-11-20,Final,382.0,0.0,382.0,MT
Sunflower Seed (SAGIS),2020,39,2020-11-27,Final,421.0,1168.0,1589.0,MT
Sunflower Seed (SAGIS),2020,40,2020-12-04,Final,229.0,-88.0,141.0,MT
Sunflower Seed (SAGIS),2020,41,2020-12-11,Final,214.0,0.0,214.0,MT
Sunflower Seed (SAGIS),2020,42,2020-12-18,Final,182.0,0.0,182.0,MT
Sunflower Seed (SAGIS),2020,43,2020-12-25,Final,14.0,441.0,455.0,MT
Sunflower Seed (SAGIS),2020,44,2021-01-01,Final,69.0,-38.0,31.0,MT
Sunflower Seed (SAGIS),2020,45,2021-01-08,Final,64.0,0.0,64.0,MT
Sunflower Seed (SAGIS),2020,46,2021-01-15,Final,72.0,0.0,72.0,MT
Sunflower Seed (SAGIS),2020,47,2021-01-22,Final,233.0,0.0,233.0,MT
Sunflower Seed (SAGIS),2020,48,2021-01-29,Final,239.0,-262.0,-23.0,MT
Sunflower Seed (SAGIS),2020,49,2021-02-05,Final,57.0,0.0,57.0,MT
Sunflower Seed (SAGIS),2020,50,2021-02-12,Final,204.0,0.0,204.0,MT
Sunflower Seed (SAGIS),2020,51,2021-02-19,Final,449.0,0.0,449.0,MT
Sunflower Seed (SAGIS),2020,52,2021-02-26,Final,202.0,167.0,369.0,MT
Sunflower Seed (SAGIS),2021,1,2021-03-05,Final,1741.0,-59.0,1682.0,MT
Sunflower Seed (SAGIS),2021,2,2021-03-12,Final,7592.0,0.0,7592.0,MT
Sunflower Seed (SAGIS),2021,3,2021-03-19,Final,7821.0,0.0,7821.0,MT
Sunflower Seed (SAGIS),2021,4,2021-03-26,Final,5124.0,27058.0,32182.0,MT
Sunflower Seed (SAGIS),2021,5,2021-04-02,Final,3470.0,-1421.0,2049.0,MT
Sunflower Seed (SAGIS),2021,6,2021-04-09,Final,27316.0,5.0,27321.0,MT
Sunflower Seed (SAGIS),2021,7,2021-04-16,Final,47694.0,0.0,47694.0,MT
Sunflower Seed (SAGIS),2021,8,2021-04-23,Final,44004.0,0.0,44004.0,MT
Sunflower Seed (SAGIS),2021,9,2021-04-30,Final,39086.0,55724.0,94810.0,MT
Sunflower Seed (SAGIS),2021,10,2021-05-07,Final,32336.0,0.0,32336.0,MT
Sunflower Seed (SAGIS),2021,11,2021-05-14,Final,45518.0,0.0,45518.0,MT
Sunflower Seed (SAGIS),2021,12,2021-05-21,Final,31977.0,0.0,31977.0,MT
Sunflower Seed (SAGIS),2021,13,2021-05-28,Final,22085.0,50646.0,72731.0,MT
Sunflower Seed (SAGIS),2021,14,2021-06-04,Final,14879.0,-1529.0,13350.0,MT
Sunflower Seed (SAGIS),2021,15,2021-06-11,Final,11579.0,0.0,11579.0,MT
Sunflower Seed (SAGIS),2021,16,2021-06-18,Final,23383.0,0.0,23383.0,MT
Sunflower Seed (SAGIS),2021,17,2021-06-25,Final,29842.0,61051.0,90893.0,MT
Sunflower Seed (SAGIS),2021,18,2021-07-02,Final,10594.0,-6544.0,4050.0,MT
Sunflower Seed (SAGIS),2021,19,2021-07-09,Final,17621.0,0.0,17621.0,MT
Sunflower Seed (SAGIS),2021,20,2021-07-16,Final,11543.0,0.0,11543.0,MT
